"DisplayName","DisplayVersion","Publisher","InstallDate"
"Microsoft Visual C++ 2022 X64 Minimum Runtime - 14.44.35211","14.44.35211","Microsoft Corporation","20250802"
"Microsoft Visual C++ 2022 X86 Additional Runtime - 14.44.35211","14.44.35211","Microsoft Corporation","20250802"
"Microsoft Visual C++ 2022 X86 Debug Runtime - 14.44.35211","14.44.35211","Microsoft Corporation","20250802"
"Microsoft Visual C++ 2022 X86 Minimum Runtime - 14.44.35211","14.44.35211","Microsoft Corporation","20250802"
"Microsoft Visual Studio Installer","4.0.2167.44905","Microsoft Corporation","20201106"
"Microsoft Visual Studio Setup Configuration","3.12.2140.44225","Microsoft Corporation","20250106"
"Microsoft Visual Studio Setup WMI Provider","3.12.2140.44225","Microsoft Corporation","20250106"
"Microsoft Visual Studio Tools for Applications 2019","16.0.31110","Microsoft Corporation",
"Microsoft Visual Studio Tools for Applications 2019 x64 Hosting Support","16.0.31110","Microsoft Corporation","20250222"
"Microsoft Visual Studio Tools for Applications 2019 x86 Hosting Support","16.0.31110","Microsoft Corporation","20250222"
"Microsoft VSS Writer for SQL Server 2014","12.3.6024.0","Microsoft Corporation","20231020"
"Microsoft Web Deploy 4.0","10.0.9419","Microsoft Corporation","20250802"
"Microsoft Windows Desktop Runtime - 6.0.36 (x64)","48.144.23186","Microsoft Corporation","20241112"
"Microsoft Windows Desktop Runtime - 6.0.36 (x64)","6.0.36.34217","Microsoft Corporation",
"Microsoft Windows Desktop Runtime - 7.0.20 (x64)","56.80.15245","Microsoft Corporation","20240528"
"Microsoft Windows Desktop Runtime - 7.0.20 (x64)","7.0.20.33720","Microsoft Corporation",
"Microsoft Windows Desktop Runtime - 8.0.22 (x64)","64.88.42561","Microsoft Corporation","20251111"
"Microsoft Windows Desktop Runtime - 8.0.22 (x86)","64.88.42561","Microsoft Corporation","20251111"
"Microsoft Windows Desktop Runtime - 8.0.22 (x86)","8.0.22.35428","Microsoft Corporation",
"Microsoft Windows Desktop Runtime - 9.0.11 (x64)","72.44.42433","Microsoft Corporation","20251111"
"Microsoft Windows Desktop Runtime - 9.0.11 (x86)","72.44.42433","Microsoft Corporation","20251111"
"Microsoft Windows Desktop Targeting Pack - 8.0.22 (x64)","64.88.42561","Microsoft Corporation","20251111"
"Microsoft Windows Desktop Targeting Pack - 8.0.22 (x86)","64.88.42561","Microsoft Corporation","20251111"
"Microsoft Windows Desktop Targeting Pack - 9.0.11 (x64)","72.44.42433","Microsoft Corporation","20251111"
"Microsoft Windows Desktop Targeting Pack - 9.0.11 (x86)","72.44.42433","Microsoft Corporation","20251111"
"Microsoft.Android.Ref.35 (x64)","35.0.105.0","Microsoft Corporation","20251101"
"Microsoft.Android.Ref.35 (x64)","35.0.78.0","Microsoft Corporation","20250802"
"Microsoft.Android.Runtime.35.android-arm (x64)","35.0.105.0","Microsoft Corporation","20251101"
"Microsoft.Android.Runtime.35.android-arm (x64)","35.0.78.0","Microsoft Corporation","20250802"
"Microsoft.Android.Runtime.35.android-arm64 (x64)","35.0.105.0","Microsoft Corporation","20251101"
"Microsoft.Android.Runtime.35.android-arm64 (x64)","35.0.78.0","Microsoft Corporation","20250802"
"Microsoft.Android.Runtime.35.android-x64 (x64)","35.0.105.0","Microsoft Corporation","20251101"
"Microsoft.Android.Runtime.35.android-x64 (x64)","35.0.78.0","Microsoft Corporation","20250802"
"Microsoft.Android.Runtime.35.android-x86 (x64)","35.0.105.0","Microsoft Corporation","20251101"
"Microsoft.Android.Runtime.35.android-x86 (x64)","35.0.78.0","Microsoft Corporation","20250802"
"Microsoft.Android.Sdk.Windows (x64)","34.0.154.0","Microsoft Corporation","20250802"
"Microsoft.Android.Sdk.Windows (x64)","35.0.105.0","Microsoft Corporation","20251101"
"Microsoft.Android.Sdk.Windows (x64)","35.0.78.0","Microsoft Corporation","20250802"
"Microsoft.AspNetCore.Components.WebView.Maui (x64)","9.0.111.0","Microsoft Corporation","20251014"
"Microsoft.iOS.Ref.net9.0_26.0 (x64)","26.0.9752.0","Microsoft Corporation","20251014"
"Microsoft.iOS.Runtime.ios-arm64.net9.0_26.0 (x64)","26.0.9752.0","Microsoft Corporation","20251014"
"Microsoft.iOS.Runtime.iossimulator-arm64.net9.0_26.0 (x64)","26.0.9752.0","Microsoft Corporation","20251014"
"Microsoft.iOS.Runtime.iossimulator-x64.net9.0_26.0 (x64)","26.0.9752.0","Microsoft Corporation","20251014"
"Microsoft.iOS.Sdk.net9.0_18.0 (x64)","18.0.9617.0","Microsoft Corporation","20251007"
"Microsoft.iOS.Sdk.net9.0_26.0 (x64)","26.0.9752.0","Microsoft Corporation","20251014"
"Microsoft.iOS.Templates (x64)","26.0.9752.0","Microsoft Corporation","20251014"
"Microsoft.iOS.Windows.Sdk.net9.0_18.0 (x64)","18.0.9617.0","Microsoft Corporation","20251007"
"Microsoft.iOS.Windows.Sdk.net9.0_26.0 (x64)","26.0.9752.0","Microsoft Corporation","20251014"
"Microsoft.MacCatalyst.Ref.net9.0_26.0 (x64)","26.0.9752.0","Microsoft Corporation","20251014"
"Microsoft.MacCatalyst.Runtime.maccatalyst-arm64.net9.0_26.0 (x64)","26.0.9752.0","Microsoft Corporation","20251014"
"Microsoft.MacCatalyst.Runtime.maccatalyst-x64.net9.0_26.0 (x64)","26.0.9752.0","Microsoft Corporation","20251014"
"Microsoft.MacCatalyst.Sdk.net9.0_18.0 (x64)","18.0.9617.0","Microsoft Corporation","20251007"
"Microsoft.MacCatalyst.Sdk.net9.0_26.0 (x64)","26.0.9752.0","Microsoft Corporation","20251014"
"Microsoft.MacCatalyst.Templates (x64)","26.0.9752.0","Microsoft Corporation","20251014"
"Microsoft.Maui.Controls (x64)","9.0.111.0","Microsoft Corporation","20251014"
"Microsoft.Maui.Controls.Build.Tasks (x64)","9.0.111.0","Microsoft Corporation","20251014"
"Microsoft.Maui.Controls.Compatibility (x64)","9.0.111.0","Microsoft Corporation","20251014"
"Microsoft.Maui.Controls.Core (x64)","9.0.111.0","Microsoft Corporation","20251014"
"Microsoft.Maui.Controls.Xaml (x64)","9.0.111.0","Microsoft Corporation","20251014"
"Microsoft.Maui.Core (x64)","9.0.111.0","Microsoft Corporation","20251014"
"Microsoft.Maui.Essentials (x64)","9.0.111.0","Microsoft Corporation","20251014"
"Microsoft.Maui.Graphics (x64)","9.0.111.0","Microsoft Corporation","20251014"
"Microsoft.Maui.Graphics.Win2D.WinUI.Desktop (x64)","9.0.111.0","Microsoft Corporation","20251014"
"Microsoft.Maui.Resizetizer (x64)","9.0.111.0","Microsoft Corporation","20251014"
"Microsoft.NET.Runtime.MonoAOTCompiler.Task (x64)","8.0.21.0","Microsoft Corporation","20251014"
"Microsoft.NET.Runtime.MonoAOTCompiler.Task (x64)","8.0.22.0","Microsoft Corporation","20251111"
"Microsoft.NET.Runtime.MonoAOTCompiler.Task (x64)","9.0.10.0","Microsoft Corporation","20251014"
"Microsoft.NET.Runtime.MonoAOTCompiler.Task (x64)","9.0.11.0","Microsoft Corporation","20251111"
"Microsoft.NET.Runtime.MonoAOTCompiler.Task (x64)","9.0.11.0","Microsoft Corporation","20251113"
"Microsoft.NET.Runtime.MonoTargets.Sdk (x64)","8.0.21.0","Microsoft Corporation","20251014"
"Microsoft.NET.Runtime.MonoTargets.Sdk (x64)","8.0.22.0","Microsoft Corporation","20251111"
"Microsoft.NET.Runtime.MonoTargets.Sdk (x64)","9.0.10.0","Microsoft Corporation","20251014"
"Microsoft.NET.Runtime.MonoTargets.Sdk (x64)","9.0.11.0","Microsoft Corporation","20251111"
"Microsoft.NET.Runtime.MonoTargets.Sdk (x64)","9.0.11.0","Microsoft Corporation","20251113"
"Microsoft.NET.Sdk.Android.Manifest-8.0.100 (x64)","34.0.43","Microsoft Corporation","20250101"
"Microsoft.NET.Sdk.Android.Manifest-9.0.100 (x64)","35.0.105","Microsoft Corporation","20251101"
"Microsoft.NET.Sdk.Android.Manifest-9.0.100 (x64)","35.0.7","Microsoft Corporation","20250106"
"Microsoft.NET.Sdk.Android.Manifest-9.0.100 (x64)","35.0.78","Microsoft Corporation","20250802"
"Microsoft.NET.Sdk.Aspire.Manifest-8.0.100 (x64)","64.0.5426","Microsoft Corporation","20250101"
"Microsoft.NET.Sdk.Aspire.Manifest-8.0.100 (x64)","64.136.23253","Microsoft Corporation","20250101"
"Microsoft.NET.Sdk.iOS.Manifest-8.0.100 (x64)","17.0.8478","Microsoft Corporation","20250101"
"Microsoft.NET.Sdk.iOS.Manifest-9.0.100 (x64)","18.0.9617","Microsoft Corporation","20250115"
"Microsoft.NET.Sdk.iOS.Manifest-9.0.100 (x64)","26.0.9752","Microsoft Corporation","20251014"
"Microsoft.NET.Sdk.MacCatalyst.Manifest-8.0.100 (x64)","17.0.8478","Microsoft Corporation","20250101"
"Microsoft.NET.Sdk.MacCatalyst.Manifest-9.0.100 (x64)","18.0.9617","Microsoft Corporation","20250115"
"Microsoft.NET.Sdk.MacCatalyst.Manifest-9.0.100 (x64)","26.0.9752","Microsoft Corporation","20251014"
"Microsoft.NET.Sdk.macOS.Manifest-8.0.100 (x64)","14.0.8478","Microsoft Corporation","20250101"
"Microsoft.NET.Sdk.macOS.Manifest-9.0.100 (x64)","15.0.9617","Microsoft Corporation","20250115"
"Microsoft.NET.Sdk.macOS.Manifest-9.0.100 (x64)","26.0.9752","Microsoft Corporation","20251014"
"Microsoft.NET.Sdk.Maui.Manifest-8.0.100 (x64)","8.0.3","Microsoft Corporation","20250101"
"Microsoft.NET.Sdk.Maui.Manifest-9.0.100 (x64)","9.0.0","Microsoft Corporation","20250106"
"Microsoft.NET.Sdk.Maui.Manifest-9.0.100 (x64)","9.0.111","Microsoft Corporation","20251014"
"Microsoft.NET.Sdk.tvOS.Manifest-8.0.100 (x64)","17.0.8478","Microsoft Corporation","20250101"
"Microsoft.NET.Sdk.tvOS.Manifest-9.0.100 (x64)","18.0.9617","Microsoft Corporation","20250115"
"Microsoft.NET.Sdk.tvOS.Manifest-9.0.100 (x64)","26.0.9752","Microsoft Corporation","20251014"
"Microsoft.NET.Workload.Emscripten.Current.Manifest (x64)","64.88.42371","Microsoft Corporation","20251111"
"Microsoft.NET.Workload.Emscripten.Current.Manifest (x64)","72.52.42372","Microsoft Corporation","20251111"
"Microsoft.NET.Workload.Emscripten.net6.Manifest (x64)","64.88.42371","Microsoft Corporation","20251111"
"Microsoft.NET.Workload.Emscripten.net6.Manifest (x64)","72.52.42372","Microsoft Corporation","20251111"
"Microsoft.NET.Workload.Emscripten.net7.Manifest (x64)","64.88.42371","Microsoft Corporation","20251111"
"Microsoft.NET.Workload.Emscripten.net7.Manifest (x64)","72.52.42372","Microsoft Corporation","20251111"
"Microsoft.NET.Workload.Emscripten.net8.Manifest (x64)","72.52.42372","Microsoft Corporation","20251111"
"Microsoft.NET.Workload.Mono.Toolchain.Current.Manifest (x64)","64.88.42551","Microsoft Corporation","20251111"
"Microsoft.NET.Workload.Mono.Toolchain.Current.Manifest (x64)","72.0.42384","Microsoft Corporation","20251111"
"Microsoft.NET.Workload.Mono.Toolchain.net6.Manifest (x64)","64.88.42551","Microsoft Corporation","20251111"
"Microsoft.NET.Workload.Mono.Toolchain.net6.Manifest (x64)","72.0.42384","Microsoft Corporation","20251111"
"Microsoft.NET.Workload.Mono.Toolchain.net7.Manifest (x64)","64.88.42551","Microsoft Corporation","20251111"
"Microsoft.NET.Workload.Mono.Toolchain.net7.Manifest (x64)","72.0.42384","Microsoft Corporation","20251111"
"Microsoft.NET.Workload.Mono.Toolchain.net8.Manifest (x64)","72.0.42384","Microsoft Corporation","20251111"
"Microsoft.NETCore.App.Runtime.AOT.win-x64.Cross.android-arm (x64)","8.0.21.0","Microsoft Corporation","20251014"
"Microsoft.NETCore.App.Runtime.AOT.win-x64.Cross.android-arm (x64)","8.0.22.0","Microsoft Corporation","20251111"
"Microsoft.NETCore.App.Runtime.AOT.win-x64.Cross.android-arm (x64)","9.0.10.0","Microsoft Corporation","20251014"
"Microsoft.NETCore.App.Runtime.AOT.win-x64.Cross.android-arm (x64)","9.0.11.0","Microsoft Corporation","20251113"
"Microsoft.NETCore.App.Runtime.AOT.win-x64.Cross.android-arm (x64)","9.0.11.0","Microsoft Corporation","20251111"
"Microsoft.NETCore.App.Runtime.AOT.win-x64.Cross.android-arm64 (x64)","8.0.21.0","Microsoft Corporation","20251014"
"Microsoft.NETCore.App.Runtime.AOT.win-x64.Cross.android-arm64 (x64)","8.0.22.0","Microsoft Corporation","20251111"
"Microsoft.NETCore.App.Runtime.AOT.win-x64.Cross.android-arm64 (x64)","9.0.10.0","Microsoft Corporation","20251014"
"Microsoft.NETCore.App.Runtime.AOT.win-x64.Cross.android-arm64 (x64)","9.0.11.0","Microsoft Corporation","20251111"
"Microsoft.NETCore.App.Runtime.AOT.win-x64.Cross.android-arm64 (x64)","9.0.11.0","Microsoft Corporation","20251113"
"Microsoft.NETCore.App.Runtime.AOT.win-x64.Cross.android-x64 (x64)","8.0.21.0","Microsoft Corporation","20251014"
"Microsoft.NETCore.App.Runtime.AOT.win-x64.Cross.android-x64 (x64)","8.0.22.0","Microsoft Corporation","20251111"
"Microsoft.NETCore.App.Runtime.AOT.win-x64.Cross.android-x64 (x64)","9.0.10.0","Microsoft Corporation","20251014"
"Microsoft.NETCore.App.Runtime.AOT.win-x64.Cross.android-x64 (x64)","9.0.11.0","Microsoft Corporation","20251113"
"Microsoft.NETCore.App.Runtime.AOT.win-x64.Cross.android-x64 (x64)","9.0.11.0","Microsoft Corporation","20251111"
"Microsoft.NETCore.App.Runtime.AOT.win-x64.Cross.android-x86 (x64)","8.0.21.0","Microsoft Corporation","20251014"
"Microsoft.NETCore.App.Runtime.AOT.win-x64.Cross.android-x86 (x64)","8.0.22.0","Microsoft Corporation","20251111"
"Microsoft.NETCore.App.Runtime.AOT.win-x64.Cross.android-x86 (x64)","9.0.10.0","Microsoft Corporation","20251014"
"Microsoft.NETCore.App.Runtime.AOT.win-x64.Cross.android-x86 (x64)","9.0.11.0","Microsoft Corporation","20251111"
"Microsoft.NETCore.App.Runtime.AOT.win-x64.Cross.android-x86 (x64)","9.0.11.0","Microsoft Corporation","20251113"
"Microsoft.NETCore.App.Runtime.Mono.android-arm (x64)","8.0.21.0","Microsoft Corporation","20251014"
"Microsoft.NETCore.App.Runtime.Mono.android-arm (x64)","8.0.22.0","Microsoft Corporation","20251111"
"Microsoft.NETCore.App.Runtime.Mono.android-arm (x64)","9.0.10.0","Microsoft Corporation","20251014"
"Microsoft.NETCore.App.Runtime.Mono.android-arm (x64)","9.0.11.0","Microsoft Corporation","20251113"
"Microsoft.NETCore.App.Runtime.Mono.android-arm (x64)","9.0.11.0","Microsoft Corporation","20251111"
"Microsoft.NETCore.App.Runtime.Mono.android-arm64 (x64)","8.0.21.0","Microsoft Corporation","20251014"
"Microsoft.NETCore.App.Runtime.Mono.android-arm64 (x64)","8.0.22.0","Microsoft Corporation","20251111"
"Microsoft.NETCore.App.Runtime.Mono.android-arm64 (x64)","9.0.10.0","Microsoft Corporation","20251014"
"Microsoft.NETCore.App.Runtime.Mono.android-arm64 (x64)","9.0.11.0","Microsoft Corporation","20251111"
"Microsoft.NETCore.App.Runtime.Mono.android-arm64 (x64)","9.0.11.0","Microsoft Corporation","20251113"
"Microsoft.NETCore.App.Runtime.Mono.android-x64 (x64)","8.0.21.0","Microsoft Corporation","20251014"
"Microsoft.NETCore.App.Runtime.Mono.android-x64 (x64)","8.0.22.0","Microsoft Corporation","20251111"
"Microsoft.NETCore.App.Runtime.Mono.android-x64 (x64)","9.0.10.0","Microsoft Corporation","20251014"
"Microsoft.NETCore.App.Runtime.Mono.android-x64 (x64)","9.0.11.0","Microsoft Corporation","20251111"
"Microsoft.NETCore.App.Runtime.Mono.android-x64 (x64)","9.0.11.0","Microsoft Corporation","20251113"
"Microsoft.NETCore.App.Runtime.Mono.android-x86 (x64)","8.0.21.0","Microsoft Corporation","20251014"
"Microsoft.NETCore.App.Runtime.Mono.android-x86 (x64)","8.0.22.0","Microsoft Corporation","20251111"
"Microsoft.NETCore.App.Runtime.Mono.android-x86 (x64)","9.0.10.0","Microsoft Corporation","20251014"
"Microsoft.NETCore.App.Runtime.Mono.android-x86 (x64)","9.0.11.0","Microsoft Corporation","20251111"
"Microsoft.NETCore.App.Runtime.Mono.android-x86 (x64)","9.0.11.0","Microsoft Corporation","20251113"
"Microsoft.NETCore.App.Runtime.Mono.ios-arm64 (x64)","9.0.10.0","Microsoft Corporation","20251014"
"Microsoft.NETCore.App.Runtime.Mono.ios-arm64 (x64)","9.0.11.0","Microsoft Corporation","20251111"
"Microsoft.NETCore.App.Runtime.Mono.ios-arm64 (x64)","9.0.11.0","Microsoft Corporation","20251113"
"Microsoft.NETCore.App.Runtime.Mono.iossimulator-arm64 (x64)","9.0.10.0","Microsoft Corporation","20251014"
"Microsoft.NETCore.App.Runtime.Mono.iossimulator-arm64 (x64)","9.0.11.0","Microsoft Corporation","20251113"
"Microsoft.NETCore.App.Runtime.Mono.iossimulator-arm64 (x64)","9.0.11.0","Microsoft Corporation","20251111"
"Microsoft.NETCore.App.Runtime.Mono.iossimulator-x64 (x64)","9.0.10.0","Microsoft Corporation","20251014"
"Microsoft.NETCore.App.Runtime.Mono.iossimulator-x64 (x64)","9.0.11.0","Microsoft Corporation","20251111"
"Microsoft.NETCore.App.Runtime.Mono.iossimulator-x64 (x64)","9.0.11.0","Microsoft Corporation","20251113"
"Microsoft.NETCore.App.Runtime.Mono.maccatalyst-arm64 (x64)","9.0.10.0","Microsoft Corporation","20251014"
"Microsoft.NETCore.App.Runtime.Mono.maccatalyst-arm64 (x64)","9.0.11.0","Microsoft Corporation","20251113"
"Microsoft.NETCore.App.Runtime.Mono.maccatalyst-arm64 (x64)","9.0.11.0","Microsoft Corporation","20251111"
"Microsoft.NETCore.App.Runtime.Mono.maccatalyst-x64 (x64)","9.0.10.0","Microsoft Corporation","20251014"
"Microsoft.NETCore.App.Runtime.Mono.maccatalyst-x64 (x64)","9.0.11.0","Microsoft Corporation","20251111"
"Microsoft.NETCore.App.Runtime.Mono.maccatalyst-x64 (x64)","9.0.11.0","Microsoft Corporation","20251113"
"MongoDB 8.2.0 2008R2Plus SSL (64 bit)","8.2.0","MongoDB Inc.","20250921"
"MSI Development Tools","10.1.26100.6901","Microsoft Corporation","20251111"
"MSI Kombustor 4.1.33.0 (64-bit)",,"MSI / Geeks3D","20250921"
"NewBlue Effects for Filmora","7.8.220120","NewBlue",
"Nmap 7.93","7.93","Nmap Project",
"Node.js","22.20.0","Node.js Foundation","20251007"
"Notepad++ (64-bit x64)","8.8.5","Notepad++ Team",
"notepadplusplus","8.8.5","Chocolatey",
"notepadplusplus.install","8.8.5","Chocolatey",
"Npcap","1.78","Nmap Project",
"Npgsql 3.2.6","3.2.6-3","EnterpriseDB","20240311"
"NPP Development","11.2","NVIDIA Corporation","20201226"
"NPP Runtime","11.2","NVIDIA Corporation","20201226"
"nvcc","11.2","NVIDIA Corporation","20201226"
"NvCpl","1.0","NVIDIA Corporation","20251129"
"NVIDIA AIUser Container","1.44","NVIDIA Corporation","20251129"
"NVIDIA App 11.0.5.420","11.0.5.420","NVIDIA Corporation","20251129"
"NVIDIA Backend","11.0.5.420","NVIDIA Corporation","20251129"
"NVIDIA Container","1.44","NVIDIA Corporation","20251129"
"NVIDIA CUDA Development 11.2","11.2","NVIDIA Corporation","20201226"
"NVIDIA CUDA Documentation 11.2","11.2","NVIDIA Corporation","20201226"
"NVIDIA CUDA Nsight NVTX 11.2","11.2","NVIDIA Corporation","20201226"
"NVIDIA CUDA Runtime 11.2","11.2","NVIDIA Corporation","20201226"
"NVIDIA CUDA Samples 11.2","11.2","NVIDIA Corporation","20201226"
"NVIDIA CUDA Visual Studio Integration 11.2","11.2","NVIDIA Corporation","20201226"
"NVIDIA FrameView 1.6.10929.35462032","1.6.10929.35462032","NVIDIA Corporation","20250517"
"NVIDIA FrameView SDK 1.5.11504.36206172","1.5.11504.36206172","NVIDIA Corporation","20251129"
"NVIDIA Graphics Driver 581.57","581.57","NVIDIA Corporation","20251019"
"NVIDIA HD Audio Driver 1.4.5.0","1.4.5.0","NVIDIA Corporation","20251019"
"NVIDIA Install Application","2.1002.438.0","NVIDIA Corporation","20251129"
"NVIDIA LocalSystem Container","1.44","NVIDIA Corporation","20251129"
"NVIDIA MessageBus 3 for NvApp","3.16","NVIDIA Corporation","20251129"
"NVIDIA Nsight Compute 2020.3.0","20.3.0.0","NVIDIA Corporation","20201226"
"NVIDIA Nsight Systems 2020.4.3","20.4.3.7","NVIDIA Corporation","20201226"
"NVIDIA Nsight Visual Studio Edition 2020.3.0.20315","20.3.0.20315","NVIDIA Corporation","20201226"
"NVIDIA NvDLISR","1.0","NVIDIA Corporation","20251129"
"NVIDIA PhysX System Software 9.23.1019","9.23.1019","NVIDIA Corporation","20240523"
"NVIDIA Session Container","1.44","NVIDIA Corporation","20251129"
"NVIDIA ShadowPlay 11.0.5.400","11.0.5.400","NVIDIA Corporation","20251129"
"Nvidia Share","10.0.2.210","NVIDIA Corporation","20240928"
"NVIDIA Telemetry Client","19.4.29.0","NVIDIA Corporation","20251129"
"NVIDIA Tools Extension SDK (NVTX) - 64 bit","1.00.00.00","NVIDIA Corporation","20201226"
"NVIDIA USBC Driver 1.52.831.832","1.52.831.832","NVIDIA Corporation","20251019"
"NVIDIA User Container","1.44","NVIDIA Corporation","20251129"
"NVIDIA Virtual Audio 4.65.0.3","4.65.0.3","NVIDIA Corporation","20251129"
"NVIDIA Watchdog Plugin for NvContainer","1.44","NVIDIA Corporation","20251129"
"NVJPEG Development","11.2","NVIDIA Corporation","20201226"
"NVJPEG Runtime","11.2","NVIDIA Corporation","20201226"
"NVML Development","11.2","NVIDIA Corporation","20201226"
"nvprune","11.2","NVIDIA Corporation","20201226"
"NVRTC Development","11.2","NVIDIA Corporation","20201226"
"NVRTC Runtime","11.2","NVIDIA Corporation","20201226"
"NVTX Development","11.2","NVIDIA Corporation","20201226"
"OA3Tool","10.1.26100.2454","Microsoft","20250916"
"OACheck","10.1.26100.2454","Microsoft","20250916"
"OATool","10.1.26100.2454","Microsoft","20250916"
"OBS Studio","31.1.2","OBS Project",
"Occupancy Calculator","11.2","NVIDIA Corporation","20201226"
"OEM Test Certificates (OnecoreUAP)","10.1.26100.2454","Microsoft","20250916"
"Office 16 Click-to-Run Extensibility Component","16.0.19426.20170","Microsoft Corporation","20251205"
"OldMHUUninstaller","3.2.0.0","Plantronics, Inc.",
"OldMHUUninstaller","3.2.0.0","Plantronics, Inc.",
"OldMHUUninstaller","3.2.0.0","Plantronics, Inc.",
"OldMHUUninstaller","3.2.0.0","Plantronics, Inc.",
"OldMHUUninstaller","3.2.0.0","Plantronics, Inc.",
"OldMHUUninstaller","3.2.0.0","Plantronics, Inc.",
"OldMHUUninstaller","3.2.0.0","Plantronics, Inc.",
"OldMHUUninstaller","3.2.0.0","Plantronics, Inc.",
"OldMHUUninstaller","3.2.0.0","Plantronics, Inc.",
"OldMHUUninstaller","3.2.0.0","Plantronics, Inc.",
"OldMHUUninstaller","3.2.0.0","Plantronics, Inc.",
"OldMHUUninstaller","3.2.0.0","Plantronics, Inc.",
"OldMHUUninstaller","3.2.0.0","Plantronics, Inc.",
"OldMHUUninstaller","3.2.0.0","Plantronics, Inc.",
"OldMHUUninstaller","3.2.0.0","Plantronics, Inc.",
"OldMHUUninstallerMSI","3.2.0.0","Plantronics, Inc.","20201226"
"OldMHUUninstallerMSI","3.2.0.0","Plantronics, Inc.","20240509"
"OldMHUUninstallerMSI","3.2.0.0","Plantronics, Inc.","20210731"
"OldMHUUninstallerMSI","3.2.0.0","Plantronics, Inc.","20211218"
"OldMHUUninstallerMSI","3.2.0.0","Plantronics, Inc.","20221219"
"OldMHUUninstallerMSI","3.2.0.0","Plantronics, Inc.","20210925"
"OldMHUUninstallerMSI","3.2.0.0","Plantronics, Inc.","20200719"
"OldMHUUninstallerMSI","3.2.0.0","Plantronics, Inc.","20210211"
"OldMHUUninstallerMSI","3.2.0.0","Plantronics, Inc.","20231001"
"OldMHUUninstallerMSI","3.2.0.0","Plantronics, Inc.","20220502"
"OldMHUUninstallerMSI","3.2.0.0","Plantronics, Inc.","20220121"
"OldMHUUninstallerMSI","3.2.0.0","Plantronics, Inc.","20210706"
"OldMHUUninstallerMSI","3.2.0.0","Plantronics, Inc.","20200629"
"OldMHUUninstallerMSI","3.2.0.0","Plantronics, Inc.","20210902"
"OldMHUUninstallerMSI","3.2.0.0","Plantronics, Inc.","20201021"
"OptaneDowngradeGuard","18.0.0.0","Intel Corporation","20230328"
"Oscdimg (DesktopEditions)","10.1.26100.2454","Microsoft","20250916"
"Oscdimg (OnecoreUAP)","10.1.26100.2454","Microsoft","20250916"
"pandoc","3.8.2.1","Chocolatey",
"Pandoc 3.8.2.1","3.8.2.1","John MacFarlane","20251027"
"Patriot Viper DRAM RGB","1.0.9.8","Patriot Memory",
"Patriot Viper DRAM RGB","1.0.9.8","Patriot Memory","20241108"
"Patriot Viper M2 SSD RGB","1.1.0.3","Patriot Memory",
"Patriot Viper M2 SSD RGB","1.1.0.3","Patriot Memory","20230714"
"PEM-HTTPD 2.4.65","2.4.65-1","EnterpriseDB","20251124"
"pgAgent_PG16 4.2.2","4.2.2","EnterpriseDB","20240311"
"PHISON HAL","1.0.9.0","PHISON Electronics Corp.","20211002"
"PHISON HAL","1.0.9.0","PHISON Electronics Corp.",
"Plantronics Hub Software","3.25.54307.37251","Plantronics, Inc.","20240509"
"Plantronics Hub Software","3.25.54307.37251","Plantronics, Inc.",
"pode","2.12.1","Chocolatey",
"PostgreSQL 18 ","18.1-1","PostgreSQL Global Development Group","20251124"
"PowerShell 7-x64","7.5.4.0","Microsoft Corporation","20251024"
"PowerShell 7.5.3.0-x64","7.5.3.0","Microsoft Corporation",
"PuTTY release 0.83 (64-bit)","0.83.0.0","Simon Tatham","20250831"
"python","3.13.7","Chocolatey",
"Python 3.11.9 Core Interpreter (64-bit)","3.11.9150.0","Python Software Foundation","20250916"
"Python 3.11.9 Development Libraries (64-bit)","3.11.9150.0","Python Software Foundation","20250916"
"Python 3.11.9 Documentation (64-bit)","3.11.9150.0","Python Software Foundation","20250916"
"Python 3.11.9 Executables (64-bit)","3.11.9150.0","Python Software Foundation","20250916"
"Python 3.11.9 pip Bootstrap (64-bit)","3.11.9150.0","Python Software Foundation","20250916"
"Python 3.11.9 Standard Library (64-bit)","3.11.9150.0","Python Software Foundation","20250916"
"Python 3.11.9 Tcl/Tk Support (64-bit)","3.11.9150.0","Python Software Foundation","20250916"
"Python 3.11.9 Test Suite (64-bit)","3.11.9150.0","Python Software Foundation","20250916"
"Python 3.11.9 Utility Scripts (64-bit)","3.11.9150.0","Python Software Foundation","20250916"
"Python 3.12.10 Add to Path (64-bit)","3.12.10150.0","Python Software Foundation","20251101"
"Python 3.12.10 Core Interpreter (64-bit)","3.12.10150.0","Python Software Foundation","20251101"
"Python 3.12.10 Development Libraries (64-bit)","3.12.10150.0","Python Software Foundation","20251101"
"Python 3.12.10 Documentation (64-bit)","3.12.10150.0","Python Software Foundation","20251101"
"Python 3.12.10 Executables (64-bit)","3.12.10150.0","Python Software Foundation","20251101"
"Python 3.12.10 pip Bootstrap (64-bit)","3.12.10150.0","Python Software Foundation","20251101"
"Python 3.12.10 Standard Library (64-bit)","3.12.10150.0","Python Software Foundation","20251101"
"Python 3.12.10 Tcl/Tk Support (64-bit)","3.12.10150.0","Python Software Foundation","20251101"
"Python 3.12.10 Test Suite (64-bit)","3.12.10150.0","Python Software Foundation","20251101"
"Python Launcher","3.13.7150.0","Python Software Foundation","20250831"
"python3","3.13.7","Chocolatey",
